,Name,Text,Time
10,Rand Paul,Thomas Massie is a real conservative voice we can’t afford to lose in Congress.,2023-12-02 17:02:59+00:00
11,Thomas Massie for Congress,"Outside groups have spent $90,000 in the last month to try and remove me from Congress.

They hate an independent voice who is beholden to no one except honest hard working Americans.

Please consider a donation to my campaign so I can keep up the fight.
https://t.co/8RxAEYKWdl",2023-12-02 16:56:43+00:00
12,Rand Paul,Last night I joined @seanhannity to discuss Fauci’s upcoming hearing and more. The American people deserve to know how the COVID pandemic started and Fauci must be held accountable for his lies to Congress! https://t.co/sK9E6qgzRN,2023-12-02 13:01:57+00:00
13,Rand Paul,Joining @seanhannity on @FoxNews soon. Don't miss it!,2023-12-02 02:01:00+00:00
14,Rand Paul,"RT @seanhannity: Last night, Ron DeSantis and Gavin Newsom went head-to-head over their states’ handling of COVID. Plus, Dr. Anthony Fauci is set to face off with the House GOP majority for the first time. We’ll get reaction from @RandPaul TONIGHT on “Hannity.”",2023-12-02 01:21:09+00:00
15,Sean Hannity 🇺🇸,"Last night, Ron DeSantis and Gavin Newsom went head-to-head over their states’ handling of COVID. Plus, Dr. Anthony Fauci is set to face off with the House GOP majority for the first time. We’ll get reaction from @RandPaul TONIGHT on “Hannity.”",2023-12-02 01:20:37+00:00
16,Rand Paul,"RT @jackhunter74: Rand Paul had a good question: 

Why did the Left abandon defending free speech?

For the same reason many on the Right have. https://t.co/9Qos4Ow81U",2023-12-02 00:12:20+00:00
17,Jack Hunter,"Rand Paul had a good question: 

Why did the Left abandon defending free speech?

For the same reason many on the Right have. https://t.co/9Qos4Ow81U",2023-12-01 18:20:12+00:00
18,Rand Paul,"Nothing to see here, just Intel folks desperately trying to save their unconstitutional spying powers over Americans.",2023-12-01 17:59:55+00:00
19,Mike Lee,"Senator Warner’s FISA bill “does not go so far as to” require the FBI to comply with the Fourth Amendment.

As if that were just a bridge too far!

As the Intel Committee chairman, Warner should try to *prevent* warrantless surveillance of Americans—not facilitate it.

Shameful.",2023-12-01 16:41:00+00:00
20,Rand Paul,"RT @HannahDCox: Dr. Fauci is set for a dramatic showdown in Congress

Go ahead and pencil January 8th and 9th into your calendar because the showdown is sure to be epic. For the first time during this session of Congress, Dr. Anthony Fauci will appear before the House for a transcribed interview alongside seven hours (per day) of testimony.

https://t.co/4dsPsgmNan

The appearance is a long time coming as Fauci’s lawyers seem to have been negotiating the terms of testimony since it was first requested by Congress back in February of 2023. His testimony will be before the Select Subcommittee on the Coronavirus Pandemic, chaired by @RepBradWenstrup.

A memo released publicly by the subcommittee reads, “As the former Director of the National Institute of Allergy and Infectious Diseases and Chief Medical Advisor to the President of the United States, you have knowledge pertinent to both investigating and evaluating the federal government’s response to the COVID-19 pandemic but also preparing for future pandemics. The Select Subcommittee expects you to answer questions truthfully, to the best of your ability and recollection, and consistent with House and Select Subcommittee rules and precedents.”

As people may recall, that last line is worth repeating as Fauci has notoriously stonewalled and lied his way through numerous other confrontations with members of Congress, most notably @RandPaul. 

The Kentucky senator was the first to really corner Fauci on the existing evidence (that we had since the Spring of 2020) showing the NIH used a passthrough organization (EcoHealth Alliance) to illegally fund gain-of-function (GOF) research (cough, animal torture!) in the Wuhan lab.

https://t.co/mGbBzqruZo

We had that evidence all along thanks to the @WhiteCoatWaste (where I am a Fellow), a free market animal welfare organization committed to ending taxpayer-funded animal torture that had been investigating GOF research long before the pandemic broke out. 

But thanks to a cover-up operation that included the White House, significant pressure on social media platforms from within the administration, and a complicit mainstream media, Fauci had evaded having to answer serious questions on that evidence until @RandPaul entered the chat.

Here's a flashback to his epic takedown of Fauci back then:
https://t.co/ffLkOn7FyQ

Thanks to Paul’s own scientific expertise as a doctor, Fauci and the NIH finally had to admit to their illegal activity. From there the dominos have fallen quickly. The vast majority of the public now believes the COVID-19 virus originated and leaked from the Wuhan lab. Putting two and two together, that means it could have also been created in that lab with the help of our tax dollars being illegally funneled to it. The FBI and the Department of Energy have also added their names to the list of entities that believe the virus came from the lab.

But the American people have yet to get real concrete answers from the people closest to the situation, and it’s imperative that we do. As we speak, the US is still funding this kind of research through a multitude of different agencies. Congress has made great headway on curtailing this activity and the market is also beginning to speak as scientists are finding it increasingly difficult to obtain grants for this kind of work.

While those are fantastic developments, it’s still not enough. We need final answers on how the NIH evaded the bans on GOF (that need to be re-implemented). We need to know who knew what and when. We need to know the decision makers who were involved in stagnating the flow of information. And most importantly, we need to know if failures happened in that lab that led to this leak so that efforts can be made to ensure the public is protected from this kind of reckless incompetence in the future.

Real leaders say, “the buck stops here.” They own their mistakes, take responsibility, and work to do better in the future. No one is suggesting Fauci has that kind of backbone, but there is reason to think more than a few Congressional leaders who will be questioning him do.",2023-12-01 15:45:02+00:00
21,Hannah Cox,"Dr. Fauci is set for a dramatic showdown in Congress

Go ahead and pencil January 8th and 9th into your calendar because the showdown is sure to be epic. For the first time during this session of Congress, Dr. Anthony Fauci will appear before the House for a transcribed interview alongside seven hours (per day) of testimony.

https://t.co/4dsPsgmNan

The appearance is a long time coming as Fauci’s lawyers seem to have been negotiating the terms of testimony since it was first requested by Congress back in February of 2023. His testimony will be before the Select Subcommittee on the Coronavirus Pandemic, chaired by @RepBradWenstrup.

A memo released publicly by the subcommittee reads, “As the former Director of the National Institute of Allergy and Infectious Diseases and Chief Medical Advisor to the President of the United States, you have knowledge pertinent to both investigating and evaluating the federal government’s response to the COVID-19 pandemic but also preparing for future pandemics. The Select Subcommittee expects you to answer questions truthfully, to the best of your ability and recollection, and consistent with House and Select Subcommittee rules and precedents.”

As people may recall, that last line is worth repeating as Fauci has notoriously stonewalled and lied his way through numerous other confrontations with members of Congress, most notably @RandPaul. 

The Kentucky senator was the first to really corner Fauci on the existing evidence (that we had since the Spring of 2020) showing the NIH used a passthrough organization (EcoHealth Alliance) to illegally fund gain-of-function (GOF) research (cough, animal torture!) in the Wuhan lab.

https://t.co/mGbBzqruZo

We had that evidence all along thanks to the @WhiteCoatWaste (where I am a Fellow), a free market animal welfare organization committed to ending taxpayer-funded animal torture that had been investigating GOF research long before the pandemic broke out. 

But thanks to a cover-up operation that included the White House, significant pressure on social media platforms from within the administration, and a complicit mainstream media, Fauci had evaded having to answer serious questions on that evidence until @RandPaul entered the chat.

Here's a flashback to his epic takedown of Fauci back then:
https://t.co/ffLkOn7FyQ

Thanks to Paul’s own scientific expertise as a doctor, Fauci and the NIH finally had to admit to their illegal activity. From there the dominos have fallen quickly. The vast majority of the public now believes the COVID-19 virus originated and leaked from the Wuhan lab. Putting two and two together, that means it could have also been created in that lab with the help of our tax dollars being illegally funneled to it. The FBI and the Department of Energy have also added their names to the list of entities that believe the virus came from the lab.

But the American people have yet to get real concrete answers from the people closest to the situation, and it’s imperative that we do. As we speak, the US is still funding this kind of research through a multitude of different agencies. Congress has made great headway on curtailing this activity and the market is also beginning to speak as scientists are finding it increasingly difficult to obtain grants for this kind of work.

While those are fantastic developments, it’s still not enough. We need final answers on how the NIH evaded the bans on GOF (that need to be re-implemented). We need to know who knew what and when. We need to know the decision makers who were involved in stagnating the flow of information. And most importantly, we need to know if failures happened in that lab that led to this leak so that efforts can be made to ensure the public is protected from this kind of reckless incompetence in the future.

Real leaders say, “the buck stops here.” They own their mistakes, take responsibility, and work to do better in the future. No one is suggesting Fauci has that kind of backbone, but there is reason to think more than a few Congressional leaders who will be questioning him do.",2023-12-01 15:08:20+00:00
22,Rand Paul,"Can’t wait. He’s got a lot to answer for still, seemingly more every day.",2023-12-01 15:14:33+00:00
23,Rand Paul,"RT @RStatecraft: .@randpaul on forcing a vote on getting US troops out of #Syria: ""900 U.S. troops remain in Syria with no vital U.S. interest at stake, no definition of victory, no exit strategy, and no congressional authorization to be there""
https://t.co/My7yX8pA7f",2023-12-01 14:56:01+00:00
24,Responsible Statecraft,".@randpaul on forcing a vote on getting US troops out of #Syria: ""900 U.S. troops remain in Syria with no vital U.S. interest at stake, no definition of victory, no exit strategy, and no congressional authorization to be there""
https://t.co/My7yX8pA7f",2023-11-30 12:40:00+00:00
25,Rand Paul,"RT @SKMorefield: Kentucky Sen. @RandPaul rips the Biden administration for pushing YouTube censorship on the Covid jab issue:

""It really is a grave threat to our republic to have government involved with censoring speech."" https://t.co/OioCumCFNu",2023-12-01 14:54:59+00:00
26,Scott Morefield,"Kentucky Sen. @RandPaul rips the Biden administration for pushing YouTube censorship on the Covid jab issue:

""It really is a grave threat to our republic to have government involved with censoring speech."" https://t.co/OioCumCFNu",2023-11-30 13:47:33+00:00
27,Rand Paul,"RT @capreble: ""If we are going to deploy our young men and women in uniform to Syria to fight and potentially give their life for some supposed cause, shouldn’t we as their elected representatives at least debate the merits of sending them there?"" @RandPaul 

https://t.co/fRaCpoYBdi",2023-11-30 22:13:04+00:00
28,Christopher Preble,"""If we are going to deploy our young men and women in uniform to Syria to fight and potentially give their life for some supposed cause, shouldn’t we as their elected representatives at least debate the merits of sending them there?"" @RandPaul 

https://t.co/fRaCpoYBdi",2023-11-30 14:55:34+00:00
29,Rand Paul,"RT @HaroldHutchison: 'Need To Get To The Bottom': Rand Paul Raises Questions About Fauci's Role In 'Cover-Up' Of COVID Origins @DailyCaller 

https://t.co/esGvHVFzaJ",2023-11-30 21:49:57+00:00
30,Harold Hutchison,"'Need To Get To The Bottom': Rand Paul Raises Questions About Fauci's Role In 'Cover-Up' Of COVID Origins @DailyCaller 

https://t.co/esGvHVFzaJ",2023-11-30 21:36:44+00:00
31,Rand Paul,"RT @YALiberty: .@RandPaul will force a vote on Syria troop withdrawal:

""If we are going to deploy our young men & women in uniform to Syria to fight & potentially give their life for some supposed cause, shouldn’t we as their elected representatives at least debate the merits of sending them there?""

https://t.co/vqbijyNjAH",2023-11-30 20:36:50+00:00
32,Young Americans for Liberty,".@RandPaul will force a vote on Syria troop withdrawal:

""If we are going to deploy our young men & women in uniform to Syria to fight & potentially give their life for some supposed cause, shouldn’t we as their elected representatives at least debate the merits of sending them there?""

https://t.co/vqbijyNjAH",2023-11-30 15:32:27+00:00
33,Rand Paul,RT @DanielLDavis1: Senator @RandPaul came on our show today to lay out the basics of what American interests are in the #RussiaUkraineWar. Our current policies need to chg to match ground truth realities. He explains what those chgs are &amp; how: https://t.co/1M8Z3nNvKI,2023-11-30 20:00:14+00:00
34,Daniel Davis Deep Dive,Senator @RandPaul came on our show today to lay out the basics of what American interests are in the #RussiaUkraineWar. Our current policies need to chg to match ground truth realities. He explains what those chgs are &amp; how: https://t.co/1M8Z3nNvKI,2023-11-30 19:00:29+00:00
35,Rand Paul,RT @DanielLDavis1: Permanently Funding Ukraine War - Is this really in America’s best interest? w/Sen. Rand Paul https://t.co/KxsUjFV4RR,2023-11-30 17:19:23+00:00
36,Daniel Davis Deep Dive,Permanently Funding Ukraine War - Is this really in America’s best interest? w/Sen. Rand Paul https://t.co/KxsUjFV4RR,2023-11-30 15:59:53+00:00
37,Rand Paul,To allow the FBI to meet with the media to discuss the content of the news without question chills free speech. ⬇️⬇️⬇️,2023-11-30 16:03:21+00:00
38,Rand Paul,"""You might feel like you’re having a friendly conversation with them, but you never know if you’re actually the target."" Read the report: https://t.co/frta2AHS2U",2023-11-30 16:03:22+00:00
39,Rand Paul,🤔 How and why did the left abandon its once stellar defense of free speech?,2023-11-30 16:03:22+00:00
40,Rand Paul,RT @MorningsMaria: Sen. Rand Paul (R-KY) reacts to new reports of the Biden Administration pressuring YouTube to censor Americans and how Republicans are demanding transparency from the CDC regarding an uptick in a suspicious respiratory virus in China https://t.co/pCysWvEN4h,2023-11-30 14:52:20+00:00
41,Mornings with Maria,Sen. Rand Paul (R-KY) reacts to new reports of the Biden Administration pressuring YouTube to censor Americans and how Republicans are demanding transparency from the CDC regarding an uptick in a suspicious respiratory virus in China https://t.co/pCysWvEN4h,2023-11-30 13:31:38+00:00
42,Rand Paul,"RT @MariaBartiromo: GM so much breaking news this am  join us now @MorningsMaria @FoxBusiness @MARKTEPPERSWP
@TODDPIRO
@LEEZELDIN
@REPFITZGERALD
@JIMIUORIO
@JOHNATHANDTWARD
@JDHATFIELD_ICAP
@NMALLIOTAKIS
@BYJOELANDERSON
@RANDPAUL
@TOM_HOENIG
@KVOLKER https://t.co/K8Xgmp0unt",2023-11-30 11:49:51+00:00
43,Maria Bartiromo,"GM so much breaking news this am  join us now @MorningsMaria @FoxBusiness @MARKTEPPERSWP
@TODDPIRO
@LEEZELDIN
@REPFITZGERALD
@JIMIUORIO
@JOHNATHANDTWARD
@JDHATFIELD_ICAP
@NMALLIOTAKIS
@BYJOELANDERSON
@RANDPAUL
@TOM_HOENIG
@KVOLKER https://t.co/K8Xgmp0unt",2023-11-30 11:37:55+00:00
44,Rand Paul,"If we are going to deploy our young men and women in uniform to Syria to fight and potentially give their life for some supposed cause, shouldn’t we as their elected representatives at least debate the merits of sending them there?  https://t.co/gUQd2vwfcs",2023-11-30 01:17:20+00:00
45,Rand Paul,"RT @QuincyInst: NEW: @RandPaul To Force Vote On Syria Troop Withdrawal, @KelleyBVlahos reports in @RStatecraft 

The Republican senator says US solders are in harm's way and have no authority to be there anyway https://t.co/bVyWsnfF1R",2023-11-29 19:41:08+00:00
46,Quincy Institute,"NEW: @RandPaul To Force Vote On Syria Troop Withdrawal, @KelleyBVlahos reports in @RStatecraft 

The Republican senator says US solders are in harm's way and have no authority to be there anyway https://t.co/bVyWsnfF1R",2023-11-29 19:29:35+00:00
47,Rand Paul,"""Why would a virologist, who is also the head of the CDC not be included in discussions concerning the origin of COVID-19?”",2023-11-29 17:28:09+00:00
48,The American Spectator,"The Epistle of Paul to the Americans: Exposing White Coat Supremacy
https://t.co/2fjiIp3VDu",2023-11-29 04:05:31+00:00
49,Rand Paul,"Bidenomics is costing Kentuckians an extra $9,784 a year just to get by. Meanwhile the Biden Administration and both R and Ds in Congress endlessly waste your hard-earned money.",2023-11-29 16:59:54+00:00
50,CBS News,"Americans need an extra $11,400 today just to afford the basics. https://t.co/t79U2FLqFv",2023-11-29 12:22:53+00:00
51,Rand Paul,Lumping $100 billion of foreign aid together in one bill and not offsetting the cost with spending cuts elsewhere is fiscally irresponsible and I will oppose any such bill. Adding $100 billion of debt only makes America weaker. https://t.co/Ag6a9eRxH5,2023-11-29 14:38:05+00:00
52,Rand Paul,Thank you to Mac Brown for his dedication to not only growing the GOP in KY but also sustaining that growth. Our party has had some incredible wins during his tenure and I wish him the best in his future endeavors.,2023-11-28 21:19:20+00:00
53,Rand Paul,"“Taxpayers shouldn’t be forced to fund dangerous GOF animal experiments that waste money, torture animals and engineer frankenviruses that can cause pandemics and be used as bioweapons.” https://t.co/yS7w0a5GFq",2023-11-28 18:36:44+00:00
54,Rand Paul,"""An excellent place to start is pushing for passage of the Free Speech Protection Act. Unlike other legislation, such as the PATRIOT Act and the Affordable Care Act, this bill is accurately named."" - @RonPaul https://t.co/ZlGFpw7vhC",2023-11-28 15:55:58+00:00
55,Rand Paul,"RT @VPrasadMDMPH: And the yearly Covid19 booster in a healthy person is unnecessary until proven otherwise. Pfizer has yet to run a trial.  I agree with this view, and so do 96% of Americans",2023-11-27 21:34:19+00:00
56,Vinay Prasad MD MPH,"And the yearly Covid19 booster in a healthy person is unnecessary until proven otherwise. Pfizer has yet to run a trial.  I agree with this view, and so do 96% of Americans",2023-11-26 18:43:18+00:00
57,Suneel Dhand MD,"I’m a Physician and I don’t take vaccines I don’t need.

Imagine the system becoming so utterly corrupt and rotten to the core, that this statement becomes controversial",2023-11-26 18:40:06+00:00
58,Rand Paul,It’s a great idea. Then set it on fire after just in case.,2023-11-27 20:48:32+00:00
59,Libertarian Mama 🔔,I remember all the criticism @RandPaul got for taking a chainsaw to the tax code…ahead of his time. https://t.co/sWPzsugED6,2023-11-24 17:15:02+00:00
60,Rand Paul,"RT @AmpAmericaNews: .@RandPaul has argued that this move could severely impact the U.S. firearms industry and inadvertently bolster illicit arms markets by creating unmet demand.
https://t.co/kYIE9lA4Vd",2023-11-27 20:30:43+00:00
61,Amp America,".@RandPaul has argued that this move could severely impact the U.S. firearms industry and inadvertently bolster illicit arms markets by creating unmet demand.
https://t.co/kYIE9lA4Vd",2023-11-27 20:28:52+00:00
62,Rand Paul,Through my Free Speech Protection Act the government would be stripped of its ability to shroud its actions in secrecy and infringe upon the First Amendment rights of the American people.,2023-11-27 18:41:24+00:00
63,Ron Paul,"'Separate Tech and State'
https://t.co/k398JWrKis https://t.co/1TvtnNgetn",2023-11-27 17:24:33+00:00
64,Rand Paul,RT @Heritage: @RandPaul CALLS OUT the double standard of justice in the United States under the Biden administration: https://t.co/Z7wuxMAlqU,2023-11-27 17:33:56+00:00
65,Heritage Foundation,@RandPaul CALLS OUT the double standard of justice in the United States under the Biden administration: https://t.co/Z7wuxMAlqU,2023-11-27 17:33:14+00:00
66,Rand Paul,ICYMI: I joined @HuckabeeOnTBN to break down Fauci's cover-up! https://t.co/IuWtaa9dSS,2023-11-27 15:24:11+00:00
67,Rand Paul,RT @KelleyAshbyPaul: We finished our annual Thanksgiving jigsaw puzzle of one of our family favorite movies! https://t.co/a2D0j8584Q,2023-11-26 20:39:14+00:00
68,Kelley Paul,We finished our annual Thanksgiving jigsaw puzzle of one of our family favorite movies! https://t.co/a2D0j8584Q,2023-11-26 20:33:01+00:00
69,Rand Paul,"RT @reason: In a letter obtained exclusively by Reason, @RandPaul asks the Commissioner Robert Califf why the FDA is still requiring human or animal testing for new drugs.
https://t.co/HAyTmZUrtn",2023-11-25 13:01:38+00:00
70,reason,"In a letter obtained exclusively by Reason, @RandPaul asks the Commissioner Robert Califf why the FDA is still requiring human or animal testing for new drugs.
https://t.co/HAyTmZUrtn",2023-11-25 13:01:01+00:00
71,Rand Paul,Happy Thanksgiving! We are blessed to live in a country where individual and religious freedoms allow us to enjoy Thanksgiving as a celebration of our blessings. https://t.co/YX0aXVeee6,2023-11-23 14:31:35+00:00
72,Rand Paul,"RT @RepThomasMassie: Protesting against a war, advocating for war on a particular country, choosing a side in a war, and criticizing the tactics of war, are all protected speech in the United States.

Opinions on war need not be popular nor must they be approved by the government.",2023-11-22 22:10:09+00:00
73,Thomas Massie,"Protesting against a war, advocating for war on a particular country, choosing a side in a war, and criticizing the tactics of war, are all protected speech in the United States.

Opinions on war need not be popular nor must they be approved by the government.",2023-11-21 14:03:48+00:00
74,Rand Paul,"RT @ggreenwald: Look at this. You're seeing all the DC media warmongers who insisted Ukraine will win, that US/NATO must arm Ukraine until all Russian troops are out...

Now turn around and pretend they never said that, as they switch to the new Biden message: We achieved much. Time to end...",2023-11-22 20:27:51+00:00
75,Glenn Greenwald,"Look at this. You're seeing all the DC media warmongers who insisted Ukraine will win, that US/NATO must arm Ukraine until all Russian troops are out...

Now turn around and pretend they never said that, as they switch to the new Biden message: We achieved much. Time to end...",2023-11-21 15:40:22+00:00
76,Shadow of Ezra,"Morning Joe admits Ukraine has lost the war against Russia.

Public humiliation is here now.

Public surrender is getting close. https://t.co/HvEnPhUsjl",2023-11-20 15:25:28+00:00
77,Rand Paul,Important work from @shellenberger and @lwoodhouse.,2023-11-22 18:47:55+00:00
78,Michael Shellenberger,"NEW DOCUMENTARY: ""The Censorship Files""

How much would you pay to protect your freedom?

by @lwoodhouse & @shellenberger 

One year ago, we and other journalists gained access to the Twitter Files. What we discovered shocked us. Not only were highly partisan and ideological individuals within Twitter censoring people for holding views with which they disagreed, they were often doing so on behalf of US government officials and contractors with the FBI, CIA, and Department of Homeland Security.

And so, one year later, we are happy to announce a new, full-length documentary film, “The Censorship Files.” You can see the trailer above. The film, made by Leighton Woodhouse and Jonah Markowitz, will bring you inside the Twitter Files and the race to the Supreme Court, which will hear the Missouri v. Biden censorship case early next year.

Today we must ask you a personal question: what price would you put on your freedom? Many of us tell ourselves that freedom is priceless: we would sacrifice everything, die even, to protect our freedoms and keep America a free nation. Even if we weren’t willing to die or go to prison for our nation, we would make a significant financial investment to protect it.

We are asking you to make a far more modest payment: less than $9/month, or about half the cost of a Netflix subscription.

A subscription to Public is an investment in our investigative reporting, our free speech campaigning, and the final production and distribution of “The Censorship Files,” a film that will change how Americans think about free speech.

We believe $9/month is a tiny investment to pay to ensure that, in the future, you can read what you want to read, watch the programs you want to watch, and voice your opinions.

“The Censorship Files” will be a landmark film in educating younger Americans, who are more censorial than their elders, about America’s remarkable history of strong free speech protections. They will learn about the Civil Rights movement, the right of the New York Times to publish “the Pentagon Papers,” and the right even of pro-Nazi and pro-terrorism activists to march freely through America’s streets.

“The Censorship Files” will reveal the origins and scope of the Censorship Industrial Complex, its leaders and architects, and its victims of censorship, from moms sharing stories about the Covid vaccine’s side effects on their children to two of the world’s foremost experts on the Covid response, Harvard’s Martin Kulldorff and Stanford’s Jay Bhattacharya.

Finally, we will use “The Censorship Files” to build a new free speech movement in America, city by city, campus by campus, from the grassroots up. Because if we can’t persuade America’s youth to support free speech, then the First Amendment is just some words on a piece of paper.

We can’t save the First Amendment without you. We can’t even finish “The Censorship Files” without you. This is not complicated. We need more paid subscribers. We need more than 10% of our subscribers to contribute thirty cents daily.

If we could get 30% of our free subscribers to support our movement, I believe that we would have a fighting chance to save our first freedom and the other pillars of democratic civilization along with it.

One year ago, we didn’t even know we lived in a heavily censored society. Today, we have ripped back the veil of the Censorship Industrial Complex and are on the cusp of defunding and dismantling it.

Such a process will take years but won’t take a decade. It may even happen much more quickly than that, depending on the actions of the Supreme Court and Congress.

What’s certain is that we can’t do it without our paid subscribers — and we don’t want to do it without our unpaid ones. We promise that, in the future, you’ll be grateful you funded the fight for our first freedom.",2023-11-21 14:47:11+00:00
79,Rand Paul,Civil asset forfeiture is government theft.,2023-11-22 16:53:14+00:00
80,reason,A federal appeals court ruled that Detroit's asset forfeiture practice violates vehicle owners' 14th Amendment right to due process https://t.co/snilgUgFkZ,2023-11-21 11:01:07+00:00
81,Rand Paul,"RT @peta: Thank you, @RandPaul, for putting pressure on @US_FDA 👏

The Senator knows that testing on animals doesn’t need to be a part of the drug approval process. @US_FDA needs to act now!",2023-11-21 17:28:36+00:00
82,PETA,"Thank you, @RandPaul, for putting pressure on @US_FDA 👏

The Senator knows that testing on animals doesn’t need to be a part of the drug approval process. @US_FDA needs to act now!",2023-11-20 17:46:34+00:00
83,Rand Paul,.⁦@POTUS⁩ signed my bill to end mandatory animal testing into law. It enables alternative testing and faster drug approvals. So what's the delay ⁦@US_FDA⁩? https://t.co/LfOyv2dHBo,2023-11-20 14:58:38+00:00
84,Rand Paul,"“This isn’t complicated. It’s basic civics: Congress passes law, agency implements law...” https://t.co/FnwNOfGTE8",2023-11-21 16:30:18+00:00
85,Rand Paul,"RT @DailySignal: Rand Paul: Americans Fear Two-Tiered System of Justice Under Biden Administration

Via Mary Margaret Olohan:

https://t.co/zm2Jgtxdx6",2023-11-21 15:17:38+00:00
86,The Daily Signal,"Rand Paul: Americans Fear Two-Tiered System of Justice Under Biden Administration

Via Mary Margaret Olohan:

https://t.co/zm2Jgtxdx6",2023-11-16 01:44:18+00:00
87,Rand Paul,RT @robbysoave: Rand Paul: Why Is the FDA Still Requiring Human or Animal Testing For New Drugs? https://t.co/4gFuu5Fah2 via @reason,2023-11-20 22:22:05+00:00
88,Robby Soave,Rand Paul: Why Is the FDA Still Requiring Human or Animal Testing For New Drugs? https://t.co/4gFuu5Fah2 via @reason,2023-11-20 14:47:45+00:00
89,Rand Paul,"RT @CrueltyFreeUSA: Thank you @RandPaul for your commitment to ensure that modern, human-relevant testing methods that can replace outdated animal tests, are utilized.",2023-11-20 18:29:34+00:00
90,CrueltyFreeIntl USA,"Thank you @RandPaul for your commitment to ensure that modern, human-relevant testing methods that can replace outdated animal tests, are utilized.",2023-11-20 18:01:15+00:00
91,Rand Paul,"We mourn the passing of Chester Darling, a man of principle, who transcended the traditional labels of conservative and liberal. https://t.co/eIKxntX4oI",2023-11-20 16:50:11+00:00
92,Rand Paul,"RT @JohnStossel: Twitter, before @elonmusk took over, stopped the Hunter Biden laptop story from being shared. The story was accurate.

YouTube suspended @RandPaul for saying true things about wearing masks. 

What other true information is suppressed? https://t.co/9suVyAE0Dc",2023-11-20 02:19:59+00:00
93,John Stossel,"Twitter, before @elonmusk took over, stopped the Hunter Biden laptop story from being shared. The story was accurate.

YouTube suspended @RandPaul for saying true things about wearing masks. 

What other true information is suppressed? https://t.co/9suVyAE0Dc",2023-11-19 16:44:00+00:00
94,Rand Paul,"RT @NEWSMAX: ""I'm worried about gain-of-function research not only in China, but I'm worried about it in our country as well."" 

Sen. @RandPaul warns about the dangers of NIH grants for bat labs and gain-of-function research. 

@CSalcedoShow https://t.co/GCgBJxxG8S",2023-11-18 14:16:42+00:00
95,NEWSMAX,"""I'm worried about gain-of-function research not only in China, but I'm worried about it in our country as well."" 

Sen. @RandPaul warns about the dangers of NIH grants for bat labs and gain-of-function research. 

@CSalcedoShow https://t.co/GCgBJxxG8S",2023-11-15 21:53:46+00:00
96,Rand Paul,"RT @reason: Listen to @RandPaul discuss his new book, ""Deception: The Great COVID Cover-Up,"" with @TheAbridgedZach https://t.co/5rAwr8HoAf",2023-11-18 01:50:33+00:00
97,reason,"Listen to @RandPaul discuss his new book, ""Deception: The Great COVID Cover-Up,"" with @TheAbridgedZach https://t.co/5rAwr8HoAf",2023-11-18 01:34:28+00:00
